hgnc_symbol	uniprot_id	uniprot_swissprot	uniprot_trembl	ensembl_gene_id	description
UBD	O15205	O15205	A0A1U9X8S6	ENSG00000213886	ubiquitin D [Source:HGNC Symbol;Acc:HGNC:18795]
STX8	Q9UNK0	Q9UNK0		ENSG00000170310	syntaxin 8 [Source:HGNC Symbol;Acc:HGNC:11443]
SLC5A8	Q8N695	Q8N695		ENSG00000256870	solute carrier family 5 member 8 [Source:HGNC Symbol;Acc:HGNC:19119]
MOG	H7BYC0		H7BYC0	ENSG00000204655	myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:HGNC:7197]
SERHL2	A0A0A0MSL7		A0A0A0MSL7	ENSG00000183569	serine hydrolase like 2 [Source:HGNC Symbol;Acc:HGNC:29446]
PIEZO2	J3KRW1		J3KRW1	ENSG00000154864	piezo type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270]
FSD1L	C9JD05		C9JD05	ENSG00000106701	fibronectin type III and SPRY domain containing 1 like [Source:HGNC Symbol;Acc:HGNC:13753]
TCEAL2	Q9H3H9	Q9H3H9		ENSG00000291823	transcription elongation factor A like 2 [Source:HGNC Symbol;Acc:HGNC:29818]
BEX5	Q5H9J7	Q5H9J7		ENSG00000291824	brain expressed X-linked 5 [Source:HGNC Symbol;Acc:HGNC:27990]
TCEAL6	Q6IPX3	Q6IPX3		ENSG00000291827	transcription elongation factor A like 6 [Source:HGNC Symbol;Acc:HGNC:24553]
CFAP54	A0A0A0MTQ3		A0A0A0MTQ3	ENSG00000188596	cilia and flagella associated protein 54 [Source:HGNC Symbol;Acc:HGNC:26456]
VPS26A	O75436	O75436		ENSG00000122958	VPS26 retromer complex component A [Source:HGNC Symbol;Acc:HGNC:12711]
AARS1	P49588	P49588		ENSG00000090861	alanyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:20]
CLEC17A	Q6ZS10	Q6ZS10		ENSG00000187912	C-type lectin domain containing 17A [Source:HGNC Symbol;Acc:HGNC:34520]
VWA5A	O00534	O00534		ENSG00000110002	von Willebrand factor A domain containing 5A [Source:HGNC Symbol;Acc:HGNC:6658]
PI15	O43692	O43692		ENSG00000137558	peptidase inhibitor 15 [Source:HGNC Symbol;Acc:HGNC:8946]
CFAP52	Q8N1V2	Q8N1V2		ENSG00000166596	cilia and flagella associated protein 52 [Source:HGNC Symbol;Acc:HGNC:16053]
TAL2	Q16559	Q16559		ENSG00000186051	TAL bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11557]
EEF2K	A0AAG2TFE4		A0AAG2TFE4	ENSG00000284161	eukaryotic elongation factor 2 kinase [Source:HGNC Symbol;Acc:HGNC:24615]
MOSMO	A0AAG2TEK6		A0AAG2TEK6	ENSG00000284487	modulator of smoothened [Source:HGNC Symbol;Acc:HGNC:27087]
GDAP1	B4DIH2		B4DIH2	ENSG00000104381	ganglioside induced differentiation associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15968]
PDZD9	Q8IXQ8	Q8IXQ8		ENSG00000284316	PDZ domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28740]
ARHGAP29	F8VWZ8		F8VWZ8	ENSG00000137962	Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207]
GBA3	Q9H227	Q9H227		ENSG00000291927	glucosylceramidase beta 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:19069]
NPIPB4	A0AAG2TF27		A0AAG2TF27	ENSG00000283855	nuclear pore complex interacting protein family member B4 [Source:HGNC Symbol;Acc:HGNC:41985]
ATP6V0A4	Q9HBG4	Q9HBG4		ENSG00000105929	ATPase H+ transporting V0 subunit a4 [Source:HGNC Symbol;Acc:HGNC:866]
METTL9	Q8TD49		Q8TD49	ENSG00000284548	methyltransferase 9, His-X-His N1(pi)-histidine [Source:HGNC Symbol;Acc:HGNC:24586]
XKR5	A0AAG2TL23		A0AAG2TL23	ENSG00000285327	XK related 5 [Source:HGNC Symbol;Acc:HGNC:20782]
DEFA1B	P59665	P59665		ENSG00000285176	defensin alpha 1B [Source:HGNC Symbol;Acc:HGNC:33596]
LRP1B	Q9NZR2	Q9NZR2		ENSG00000168702	LDL receptor related protein 1B [Source:HGNC Symbol;Acc:HGNC:6693]
IGSF21	Q96ID5	Q96ID5		ENSG00000117154	immunoglobin superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:28246]
NUP37	Q8NFH4	Q8NFH4		ENSG00000075188	nucleoporin 37 [Source:HGNC Symbol;Acc:HGNC:29929]
FAM90A19	A0AAG2TNR5		A0AAG2TNR5	ENSG00000292275	family with sequence similarity 90 member A19 [Source:HGNC Symbol;Acc:HGNC:32267]
FAM90A7	A0AAG2TNX0		A0AAG2TNX0	ENSG00000285832	family with sequence similarity 90 member A7 [Source:HGNC Symbol;Acc:HGNC:32255]
SUPV3L1	Q8IYB8	Q8IYB8		ENSG00000156502	Suv3 like RNA helicase [Source:HGNC Symbol;Acc:HGNC:11471]
TMEM170A	Q8WVE7	Q8WVE7		ENSG00000166822	transmembrane protein 170A [Source:HGNC Symbol;Acc:HGNC:29577]
NPIPB11	A0AAG2TF21		A0AAG2TF21	ENSG00000284454	nuclear pore complex interacting protein family member B11 [Source:HGNC Symbol;Acc:HGNC:37453]
FAM90A10	A0AAG2UWL8		A0AAG2UWL8	ENSG00000292276	family with sequence similarity 90 member A10 [Source:HGNC Symbol;Acc:HGNC:32258]
TALDO1	E9PM01		E9PM01	ENSG00000177156	transaldolase 1 [Source:HGNC Symbol;Acc:HGNC:11559]
CDK20	Q8IZL9	Q8IZL9		ENSG00000156345	cyclin dependent kinase 20 [Source:HGNC Symbol;Acc:HGNC:21420]
COA7	Q96BR5	Q96BR5		ENSG00000162377	cytochrome c oxidase assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:25716]
PRR23D1	E9PI22	E9PI22		ENSG00000284870	proline rich 23 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:49420]
TRAPPC11	Q7Z392	Q7Z392		ENSG00000168538	trafficking protein particle complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:25751]
KCNJ3	A0A494C0M7		A0A494C0M7	ENSG00000162989	potassium inwardly rectifying channel subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:6264]
DEFB107B	Q8IZN7	Q8IZN7		ENSG00000284979	defensin beta 107B [Source:HGNC Symbol;Acc:HGNC:31918]
DEFB106B	Q8N104	Q8N104		ENSG00000285617	defensin beta 106B [Source:HGNC Symbol;Acc:HGNC:28879]
DEFB104B	Q8WTQ1	Q8WTQ1		ENSG00000285034	defensin beta 104B [Source:HGNC Symbol;Acc:HGNC:26165]
CHST6	Q9GZX3	Q9GZX3		ENSG00000183196	carbohydrate sulfotransferase 6 [Source:HGNC Symbol;Acc:HGNC:6938]
DEFB103B	P81534	P81534	A0A894JZ42	ENSG00000285376	defensin beta 103B [Source:HGNC Symbol;Acc:HGNC:31702]
NEFL	P07196	P07196		ENSG00000277586	neurofilament light chain [Source:HGNC Symbol;Acc:HGNC:7739]
OLFML3	Q9NRN5	Q9NRN5		ENSG00000116774	olfactomedin like 3 [Source:HGNC Symbol;Acc:HGNC:24956]
DEFB4B	O15263	O15263		ENSG00000285433	defensin beta 4B [Source:HGNC Symbol;Acc:HGNC:30193]
SCX	Q7RTU7	Q7RTU7		ENSG00000260428	scleraxis bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:32322]
TMEM177	Q53S58	Q53S58		ENSG00000144120	transmembrane protein 177 [Source:HGNC Symbol;Acc:HGNC:28143]
GABARAPL2	H3BSM5		H3BSM5	ENSG00000034713	GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]
ATP5MGL	Q7Z4Y8	Q7Z4Y8		ENSG00000249222	ATP synthase membrane subunit g like [Source:HGNC Symbol;Acc:HGNC:13213]
USP17L4	A0AAG2TIP3		A0AAG2TIP3	ENSG00000284781	ubiquitin specific peptidase 17 like family member 4 [Source:HGNC Symbol;Acc:HGNC:37176]
USP17L1	A0AAG2TM82		A0AAG2TM82	ENSG00000284806	ubiquitin specific peptidase 17 like family member 1 [Source:HGNC Symbol;Acc:HGNC:37182]
FAM90A20	A0AAG2UWV7		A0AAG2UWV7	ENSG00000284799	family with sequence similarity 90 member A20 [Source:HGNC Symbol;Acc:HGNC:32268]
FAM90A3	A0AAG2UWM9		A0AAG2UWM9	ENSG00000285074	family with sequence similarity 90 member A3 [Source:HGNC Symbol;Acc:HGNC:32251]
A4GALT	Q9NPC4	Q9NPC4	A0A0S2Z5J1	ENSG00000128274	alpha 1,4-galactosyltransferase (P1PK blood group) [Source:HGNC Symbol;Acc:HGNC:18149]
TKTL2	Q9H0I9	Q9H0I9	A0A140VKC2	ENSG00000151005	transketolase like 2 [Source:HGNC Symbol;Acc:HGNC:25313]
HKDC1	Q2TB90	Q2TB90		ENSG00000156510	hexokinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23302]
FAM90A23	A0AAG2TNP7		A0AAG2TNP7	ENSG00000285795	family with sequence similarity 90 member A23 [Source:HGNC Symbol;Acc:HGNC:32271]
GCLM	P48507	P48507		ENSG00000023909	glutamate-cysteine ligase modifier subunit [Source:HGNC Symbol;Acc:HGNC:4312]
TERF2IP	Q9NYB0	Q9NYB0		ENSG00000166848	TERF2 interacting protein [Source:HGNC Symbol;Acc:HGNC:19246]
DUXB	A0A1W2PPF3	A0A1W2PPF3		ENSG00000282757	double homeobox B [Source:HGNC Symbol;Acc:HGNC:33345]
NWD2	Q9ULI1	Q9ULI1		ENSG00000174145	NACHT and WD repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29229]
ZNF705D	A0AAG2TKU2		A0AAG2TKU2	ENSG00000285124	zinc finger protein 705D [Source:HGNC Symbol;Acc:HGNC:33202]
CPHXL	A0A1W2PPM1	A0A1W2PPM1		ENSG00000283755	cytoplasmic polyadenylated homeobox like [Source:HGNC Symbol;Acc:HGNC:51815]
DEFB130B	P0DP73	P0DP73		ENSG00000285249	defensin beta 130B [Source:HGNC Symbol;Acc:HGNC:39814]
USP43	Q70EL4	Q70EL4		ENSG00000154914	ubiquitin specific peptidase 43 [Source:HGNC Symbol;Acc:HGNC:20072]
DEFB134	Q4QY38	Q4QY38		ENSG00000284754	defensin beta 134 [Source:HGNC Symbol;Acc:HGNC:32399]
NPY2R	P49146	P49146		ENSG00000185149	neuropeptide Y receptor Y2 [Source:HGNC Symbol;Acc:HGNC:7957]
DEFB135	Q30KP9	Q30KP9		ENSG00000285365	defensin beta 135 [Source:HGNC Symbol;Acc:HGNC:32400]
GATD1	H0YER3		H0YER3	ENSG00000177225	glutamine amidotransferase class 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26616]
DEFB136	Q30KP8	Q30KP8		ENSG00000285087	defensin beta 136 [Source:HGNC Symbol;Acc:HGNC:34433]
TGFBR3	E9PKY4		E9PKY4	ENSG00000069702	transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]
CTSB	P07858	P07858	A0A024R374	ENSG00000285132	cathepsin B [Source:HGNC Symbol;Acc:HGNC:2527]
SLC12A6	Q9UHW9	Q9UHW9		ENSG00000140199	solute carrier family 12 member 6 [Source:HGNC Symbol;Acc:HGNC:10914]
TSPAN15	O95858	O95858		ENSG00000099282	tetraspanin 15 [Source:HGNC Symbol;Acc:HGNC:23298]
LTA4H	P09960	P09960	A0A140VK27	ENSG00000111144	leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:HGNC:6710]
ALDH7A1	A0A1B0GUA1		A0A1B0GUA1	ENSG00000164904	aldehyde dehydrogenase 7 family member A1 [Source:HGNC Symbol;Acc:HGNC:877]
TEAD2	Q15562	Q15562		ENSG00000074219	TEA domain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11715]
AMFR	Q9UKV5	Q9UKV5		ENSG00000159461	autocrine motility factor receptor [Source:HGNC Symbol;Acc:HGNC:463]
GLP2R	I3L0P5		I3L0P5	ENSG00000065325	glucagon like peptide 2 receptor [Source:HGNC Symbol;Acc:HGNC:4325]
NCAPG2	F8WE06		F8WE06	ENSG00000146918	non-SMC condensin II complex subunit G2 [Source:HGNC Symbol;Acc:HGNC:21904]
FAM241B	Q96D05	Q96D05		ENSG00000171224	family with sequence similarity 241 member B [Source:HGNC Symbol;Acc:HGNC:23519]
FDFT1	E9PNM1		E9PNM1	ENSG00000284967	farnesyl-diphosphate farnesyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3629]
PTPN18	Q99952	Q99952		ENSG00000072135	protein tyrosine phosphatase non-receptor type 18 [Source:HGNC Symbol;Acc:HGNC:9649]
AGTPBP1	Q9UPW5	Q9UPW5		ENSG00000135049	ATP/GTP binding carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17258]
ARFGAP3	Q9NP61	Q9NP61		ENSG00000242247	ADP ribosylation factor GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:661]
OGFOD1	H3BP48		H3BP48	ENSG00000087263	2-oxoglutarate and iron dependent oxygenase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25585]
RCVRN	P35243	P35243		ENSG00000109047	recoverin [Source:HGNC Symbol;Acc:HGNC:9937]
CCDC178	J3QRM8		J3QRM8	ENSG00000166960	coiled-coil domain containing 178 [Source:HGNC Symbol;Acc:HGNC:29588]
JOSD2	Q8TAC2	Q8TAC2		ENSG00000161677	Josephin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28853]
CEND1	Q8N111	Q8N111		ENSG00000184524	cell cycle exit and neuronal differentiation 1 [Source:HGNC Symbol;Acc:HGNC:24153]
KIAA1958	Q8N8K9	Q8N8K9		ENSG00000165185	KIAA1958 [Source:HGNC Symbol;Acc:HGNC:23427]
MEIOSIN	C9JSJ3	C9JSJ3		ENSG00000237452	meiosis initiator [Source:HGNC Symbol;Acc:HGNC:44318]
ZFP37	Q9Y6Q3	Q9Y6Q3		ENSG00000136866	ZFP37 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:12863]
RAX2	Q96IS3	Q96IS3		ENSG00000173976	retina and anterior neural fold homeobox 2 [Source:HGNC Symbol;Acc:HGNC:18286]
SLC28A2	H0YNM6		H0YNM6	ENSG00000137860	solute carrier family 28 member 2 [Source:HGNC Symbol;Acc:HGNC:11002]
ZNF724	A8MTY0	A8MTY0		ENSG00000196081	zinc finger protein 724 [Source:HGNC Symbol;Acc:HGNC:32460]
DLG5	A0A0A0MSL1		A0A0A0MSL1	ENSG00000274429	discs large MAGUK scaffold protein 5 [Source:HGNC Symbol;Acc:HGNC:2904]
GATA4	P43694	P43694		ENSG00000285109	GATA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:4173]
MSANTD3	Q96H12	Q96H12		ENSG00000066697	Myb/SANT DNA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23370]
MGAT5	Q09328	Q09328		ENSG00000152127	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7049]
MYH13	Q9UKX3	Q9UKX3		ENSG00000006788	myosin heavy chain 13 [Source:HGNC Symbol;Acc:HGNC:7571]
ZNF43	P17038	P17038		ENSG00000198521	zinc finger protein 43 [Source:HGNC Symbol;Acc:HGNC:13109]
BLK	P51451	P51451		ENSG00000285369	BLK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1057]
OLFM1	Q6IMJ6		Q6IMJ6	ENSG00000130558	olfactomedin 1 [Source:HGNC Symbol;Acc:HGNC:17187]
FAM167A	A0AAG2UWT2		A0AAG2UWT2	ENSG00000292288	family with sequence similarity 167 member A [Source:HGNC Symbol;Acc:HGNC:15549]
C2orf80	H7BZF5		H7BZF5	ENSG00000188674	chromosome 2 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:34352]
SLC35G5	Q96KT7	Q96KT7		ENSG00000285084	solute carrier family 35 member G5 [Source:HGNC Symbol;Acc:HGNC:15546]
MTMR9	Q96QG7	Q96QG7		ENSG00000285032	myotubularin related protein 9 [Source:HGNC Symbol;Acc:HGNC:14596]
XKR6	H7BYF9		H7BYF9	ENSG00000284927	XK related 6 [Source:HGNC Symbol;Acc:HGNC:27806]
PINX1	Q96BK5	Q96BK5		ENSG00000284764	PIN2 (TERF1) interacting telomerase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30046]
NTN4	Q9HB63	Q9HB63		ENSG00000074527	netrin 4 [Source:HGNC Symbol;Acc:HGNC:13658]
C5orf47	Q569G3	Q569G3		ENSG00000185056	chromosome 5 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:27026]
MED26	O95402	O95402		ENSG00000105085	mediator complex subunit 26 [Source:HGNC Symbol;Acc:HGNC:2376]
SOX7	Q9BT81	Q9BT81		ENSG00000285438	SRY-box transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:18196]
HLA-F	P30511	P30511	Q5JZ47	ENSG00000204642	major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:HGNC:4963]
RP1L1	A0AAG2UWS8		A0AAG2UWS8	ENSG00000292297	RP1 like 1 [Source:HGNC Symbol;Acc:HGNC:15946]
NKX2-5	P52952	P52952	A0A0S2Z383	ENSG00000183072	NK2 homeobox 5 [Source:HGNC Symbol;Acc:HGNC:2488]
C8orf74	A0AAG2TI40		A0AAG2TI40	ENSG00000285147	chromosome 8 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:32296]
PIN1	K7EMU7		K7EMU7	ENSG00000127445	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 [Source:HGNC Symbol;Acc:HGNC:8988]
ADRA1B	A0A286YF88		A0A286YF88	ENSG00000170214	adrenoceptor alpha 1B [Source:HGNC Symbol;Acc:HGNC:278]
PHTF1	Q5TCQ5		Q5TCQ5	ENSG00000116793	putative homeodomain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:8939]
PTGER4	P35408	P35408		ENSG00000171522	prostaglandin E receptor 4 [Source:HGNC Symbol;Acc:HGNC:9596]
PRSS55	A0AAG2TL61		A0AAG2TL61	ENSG00000285141	serine protease 55 [Source:HGNC Symbol;Acc:HGNC:30824]
PRSS51	A0AAG2UYD7		A0AAG2UYD7	ENSG00000292298	serine protease 51 [Source:HGNC Symbol;Acc:HGNC:37321]
ARHGEF37	D6RJH4		D6RJH4	ENSG00000183111	Rho guanine nucleotide exchange factor 37 [Source:HGNC Symbol;Acc:HGNC:34430]
EFCAB10	A0A2R8Y6P2		A0A2R8Y6P2	ENSG00000185055	EF-hand calcium binding domain 10 [Source:HGNC Symbol;Acc:HGNC:34531]
MYH8	P13535	P13535		ENSG00000133020	myosin heavy chain 8 [Source:HGNC Symbol;Acc:HGNC:7578]
TNKS	O95271	O95271		ENSG00000285372	tankyrase [Source:HGNC Symbol;Acc:HGNC:11941]
FARSB	Q9NSD9	Q9NSD9		ENSG00000116120	phenylalanyl-tRNA synthetase subunit beta [Source:HGNC Symbol;Acc:HGNC:17800]
NFXL1	Q6ZNB6	Q6ZNB6		ENSG00000170448	nuclear transcription factor, X-box binding like 1 [Source:HGNC Symbol;Acc:HGNC:18726]
GATM	P50440	P50440	A0A140VK19	ENSG00000171766	glycine amidinotransferase [Source:HGNC Symbol;Acc:HGNC:4175]
PPP1R3B	Q86XI6	Q86XI6		ENSG00000285343	protein phosphatase 1 regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:14942]
F3	P13726	P13726		ENSG00000117525	coagulation factor III, tissue factor [Source:HGNC Symbol;Acc:HGNC:3541]
ERI1	A0AAG2UX23		A0AAG2UX23	ENSG00000292301	exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:23994]
KARS1	Q15046	Q15046		ENSG00000065427	lysyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6215]
CLEC2L	P0C7M8	P0C7M8		ENSG00000236279	C-type lectin domain family 2 member L [Source:HGNC Symbol;Acc:HGNC:21969]
MFHAS1	A0AAG2THC5		A0AAG2THC5	ENSG00000285022	multifunctional ROCO family signaling regulator 1 [Source:HGNC Symbol;Acc:HGNC:16982]
CLDN23	Q96B33	Q96B33		ENSG00000285098	claudin 23 [Source:HGNC Symbol;Acc:HGNC:17591]
ZCCHC7	Q8N3Z6	Q8N3Z6		ENSG00000147905	zinc finger CCHC-type containing 7 [Source:HGNC Symbol;Acc:HGNC:26209]
PRAG1	A0AAG2UYF2		A0AAG2UYF2	ENSG00000292308	PEAK1 related, kinase-activating pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:25438]
HNMT	P50135	P50135		ENSG00000150540	histamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:5028]
SYT8	C9J253		C9J253	ENSG00000288149	synaptotagmin 8 [Source:HGNC Symbol;Acc:HGNC:19264]
TMEM14B	A0A087WU83		A0A087WU83	ENSG00000137210	transmembrane protein 14B [Source:HGNC Symbol;Acc:HGNC:21384]
MYH4	Q9Y623	Q9Y623		ENSG00000264424	myosin heavy chain 4 [Source:HGNC Symbol;Acc:HGNC:7574]
NLN	Q9BYT8	Q9BYT8		ENSG00000123213	neurolysin [Source:HGNC Symbol;Acc:HGNC:16058]
FAM90A9	A0AAG2TNR5		A0AAG2TNR5	ENSG00000285962	family with sequence similarity 90 member A9 [Source:HGNC Symbol;Acc:HGNC:32257]
FAM90A17	A0AAG2UYG5		A0AAG2UYG5	ENSG00000292321	family with sequence similarity 90 member A17 [Source:HGNC Symbol;Acc:HGNC:32265]
FAM90A16	A0AAG2UXD1		A0AAG2UXD1	ENSG00000292322	family with sequence similarity 90 member A16 [Source:HGNC Symbol;Acc:HGNC:32264]
AFG2B	Q9BVQ7	Q9BVQ7		ENSG00000171763	AFG2 AAA ATPase homolog B [Source:HGNC Symbol;Acc:HGNC:28762]
ZNF705G	A0AAG2TMI8		A0AAG2TMI8	ENSG00000292386	zinc finger protein 705G [Source:HGNC Symbol;Acc:HGNC:37134]
PRR23D2	A0AAG2UXE4		A0AAG2UXE4	ENSG00000292388	proline rich 23 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:49396]
XRCC1	P18887	P18887		ENSG00000073050	X-ray repair cross complementing 1 [Source:HGNC Symbol;Acc:HGNC:12828]
DEFB107A	Q8IZN7	Q8IZN7		ENSG00000285432	defensin beta 107A [Source:HGNC Symbol;Acc:HGNC:18086]
DEFB105A	Q8NG35	Q8NG35	A0A0K0K1I4	ENSG00000285411	defensin beta 105A [Source:HGNC Symbol;Acc:HGNC:18087]
DEFB106A	Q8N104	Q8N104		ENSG00000284937	defensin beta 106A [Source:HGNC Symbol;Acc:HGNC:18088]
NIPAL1	Q6NVV3	Q6NVV3		ENSG00000163293	NIPA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27194]
DEFB104A	Q8WTQ1	Q8WTQ1		ENSG00000285356	defensin beta 104A [Source:HGNC Symbol;Acc:HGNC:18115]
MAN1A2	O60476	O60476		ENSG00000198162	mannosidase alpha class 1A member 2 [Source:HGNC Symbol;Acc:HGNC:6822]
SPAG11A	A0AAG2TUK4		A0AAG2TUK4	ENSG00000288309	sperm associated antigen 11A [Source:HGNC Symbol;Acc:HGNC:33342]
ACBD5	A0A7I2V5L4		A0A7I2V5L4	ENSG00000107897	acyl-CoA binding domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23338]
PRKACG	P22612	P22612		ENSG00000165059	protein kinase cAMP-activated catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9382]
ERVMER34-1	Q9H9K5	Q9H9K5		ENSG00000226887	endogenous retrovirus group MER34 member 1, envelope [Source:HGNC Symbol;Acc:HGNC:42970]
SLC30A4	O14863	O14863		ENSG00000104154	solute carrier family 30 member 4 [Source:HGNC Symbol;Acc:HGNC:11015]
LPAR3	Q9UBY5	Q9UBY5		ENSG00000171517	lysophosphatidic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:14298]
DEFB103A	P81534	P81534	A0A894JZ42	ENSG00000284978	defensin beta 103A [Source:HGNC Symbol;Acc:HGNC:15967]
RHBDF1	Q96CC6	Q96CC6		ENSG00000007384	rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561]
RASL11B	Q9BPW5	Q9BPW5		ENSG00000128045	RAS like family 11 member B [Source:HGNC Symbol;Acc:HGNC:23804]
DEFB4A	O15263	O15263		ENSG00000285181	defensin beta 4A [Source:HGNC Symbol;Acc:HGNC:2767]
DRD1	P21728	P21728		ENSG00000184845	dopamine receptor D1 [Source:HGNC Symbol;Acc:HGNC:3020]
ZNF705B	A0AAG2TIR3		A0AAG2TIR3	ENSG00000285286	zinc finger protein 705B [Source:HGNC Symbol;Acc:HGNC:32284]
USP17L8	A0AAG2TKX0		A0AAG2TKX0	ENSG00000285497	ubiquitin specific peptidase 17 like family member 8 [Source:HGNC Symbol;Acc:HGNC:37181]
USP17L3	A0AAG2TI18		A0AAG2TI18	ENSG00000284990	ubiquitin specific peptidase 17 like family member 3 [Source:HGNC Symbol;Acc:HGNC:37175]
FAM86B2	A0AAG2UXA4		A0AAG2UXA4	ENSG00000285397	family with sequence similarity 86 member B2 [Source:HGNC Symbol;Acc:HGNC:32222]
CTTNBP2NL	Q9P2B4	Q9P2B4		ENSG00000143079	CTTNBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:25330]
CYB5R3	A0A8I5KR71		A0A8I5KR71	ENSG00000100243	cytochrome b5 reductase 3 [Source:HGNC Symbol;Acc:HGNC:2873]
ADAD1	C9JGM6		C9JGM6	ENSG00000164113	adenosine deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30713]
SSBP1	Q04837	Q04837	A4D1U3	ENSG00000106028	single stranded DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11317]
MYH1	P12882	P12882		ENSG00000109061	myosin heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:7567]
CIMAP3	Q8TCI5	Q8TCI5		ENSG00000173947	ciliary microtubule associated protein 3 [Source:HGNC Symbol;Acc:HGNC:27009]
LONRF1	E9PRX6		E9PRX6	ENSG00000285360	LON peptidase N-terminal domain and ring finger 1 [Source:HGNC Symbol;Acc:HGNC:26302]
KATNAL2	K7EQ00		K7EQ00	ENSG00000167216	katanin catalytic subunit A1 like 2 [Source:HGNC Symbol;Acc:HGNC:25387]
TNNI2	P48788	P48788		ENSG00000288219	troponin I2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11946]
BLOC1S6	H3BRA4		H3BRA4	ENSG00000104164	biogenesis of lysosomal organelles complex 1 subunit 6 [Source:HGNC Symbol;Acc:HGNC:8549]
COPS8	Q99627	Q99627		ENSG00000198612	COP9 signalosome subunit 8 [Source:HGNC Symbol;Acc:HGNC:24335]
SIL1	Q9H173	Q9H173	A0A0S2Z6B4	ENSG00000120725	SIL1 nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:24624]
TSPAN2	O60636	O60636		ENSG00000134198	tetraspanin 2 [Source:HGNC Symbol;Acc:HGNC:20659]
MC5R	P33032	P33032		ENSG00000176136	melanocortin 5 receptor [Source:HGNC Symbol;Acc:HGNC:6933]
TXN2	M0QXH0		M0QXH0	ENSG00000100348	thioredoxin 2 [Source:HGNC Symbol;Acc:HGNC:17772]
NPRL3	A0A087WTP7		A0A087WTP7	ENSG00000103148	NPR3 like, GATOR1 complex subunit [Source:HGNC Symbol;Acc:HGNC:14124]
APELA	P0DMC3	P0DMC3	X5D2P3	ENSG00000248329	apelin receptor early endogenous ligand [Source:HGNC Symbol;Acc:HGNC:48925]
TRMT9B	A0AAG2TM35		A0AAG2TM35	ENSG00000284872	tRNA methyltransferase 9B (putative) [Source:HGNC Symbol;Acc:HGNC:26725]
